UNIQUE_ID,2007,2012,2017
NLA_ND-10149,NA,NA,NLA17_ND-10029
NLA_ND-10152,NA,NA,NLA17_ND-10032
NLA_ND-10153,NA,NA,NLA17_ND-10033
NLA_ND-10154,NA,NA,NLA17_ND-10034
NLA_ND-10155,NA,NA,NLA17_ND-10035
NLA_ND-10157,NA,NA,NLA17_ND-10037
NLA_ND-10162,NA,NA,NLA17_ND-10042
NLA_ND-10166,NA,NA,NLA17_ND-10069
NLA_ND-10167,NA,NA,NLA17_ND-10070
NLA_ND-10170,NA,NA,NLA17_ND-10073
NLA_ND-10174,NA,NA,NLA17_ND-10077
NLA_ND-10178,NA,NA,NLA17_ND-10081
NLA_ND-10179,NA,NA,NLA17_ND-10082
NLA_ND-10181,NA,NA,NLA17_ND-10084
NLA_ND-10186,NA,NA,NLA17_ND-10089
NLA_ND-10187,NA,NA,NLA17_ND-10090
NLA_ND-10192,NA,NA,NLA17_ND-10095
NLA_ND-10197,NA,NA,NLA17_ND-10100
NLA_ND-10199,NA,NA,NLA17_ND-10189
NLA_ND-10200,NA,NA,NLA17_ND-HP001
NLA_ND-10201,NA,NA,NLA17_ND-HP002
NLA_ND-10202,NA,NA,NLA17_ND-10102
NLA_ND-10203,NA,NA,NLA17_ND-10103
NLA_ND-10207,NA,NA,NLA17_ND-10107
NLA_ND-10210,NA,NA,NLA17_ND-10110
NLA_ND-10212,NA,NA,NLA17_ND-10112
NLA_ND-10226,NA,NA,NLA17_ND-10126
NLA_ND-10227,NA,NA,NLA17_ND-10127
NLA_ND-10228,NA,NA,NLA17_ND-10128
NLA_ND-10237,NA,NA,NLA17_ND-10137
NLA_ND-10239,NA,NA,NLA17_ND-10139
NLA_ND-10244,NA,NA,NLA17_ND-10144
NLA_ND-10247,NA,NA,NLA17_ND-10147
NLA_NE-10001,NLA06608-R7101,NA,NA
NLA_NE-10002,NLA06608-R7103,NA,NA
NLA_NE-10003,NLA06608-R7104,NA,NA
NLA_NE-10004,NLA06608-R7106,NA,NA
NLA_NE-10005,NLA06608-R784,NA,NLA17_NE-HP004
NLA_NE-10006,NLA06608-R788,NA,NA
NLA_NE-10007,NLA06608-R791,NA,NA
NLA_NE-10008,NLA06608-R792,NA,NA
NLA_NE-10009,NLA06608-R796,NA,NA
NLA_NE-10010,NLA06608-0016,NLA12_NE-109,NA
NLA_NE-10011,NLA06608-0044,NA,NA
NLA_NE-10014,NLA06608-0124,NA,NA
NLA_NE-10015,NLA06608-0216,NLA12_NE-110,NA
NLA_NE-10016,NLA06608-0220,NLA12_NE-105,NLA17_NE-10002
NLA_NE-10019,NLA06608-0344,NA,NA
NLA_NE-10024,NLA06608-0528,NA,NA
NLA_NE-10029,NLA06608-0648,NLA12_NE-113,NA
NLA_NE-10030,NLA06608-0692,NA,NA
NLA_NE-10034,NLA06608-0764,NA,NA
NLA_NE-10038,NLA06608-0891,NA,NA
NLA_NE-10039,NLA06608-0924,NLA12_NE-102,NA
NLA_NE-10040,NLA06608-0940,NLA12_NE-111,NA
NLA_NE-10045,NLA06608-1096,NA,NA
NLA_NE-10046,NLA06608-1148,NA,NA
NLA_NE-10048,NLA06608-1244,NA,NA
NLA_NE-10052,NLA06608-1360,NA,NA
NLA_NE-10063,NLA06608-1836,NA,NA
NLA_NE-10066,NLA06608-1948,NA,NA
NLA_NE-10076,NLA06608-2332,NLA12_NE-101,NLA17_NE-10001
NLA_NE-10083,NLA06608-2640,NLA12_NE-103,NA
NLA_NE-10084,NLA06608-2715,NA,NA
NLA_NE-10086,NLA06608-2740,NLA12_NE-114,NLA17_NE-10029
NLA_NE-10087,NLA06608-2824,NLA12_NE-104,NLA17_NE-10003
NLA_NE-10088,NLA06608-2972,NLA12_NE-108,NLA17_NE-10004
NLA_NE-10092,NLA06608-3160,NLA12_NE-106,NA
NLA_NE-10099,NLA06608-3484,NA,NA
NLA_NE-10103,NLA06608-3608,NA,NA
NLA_NE-10105,NLA06608-3644,NLA12_NE-107,NLA17_NE-10006
NLA_NE-10106,NLA06608-3656,NA,NA
NLA_NE-10107,NLA06608-3660,NA,NA
NLA_NE-10115,NA,NLA12_NE-121,NLA17_NE-10008
NLA_NE-10119,NA,NLA12_NE-125,NLA17_NE-10011
NLA_NE-10121,NA,NLA12_NE-127,NA
NLA_NE-10123,NA,NLA12_NE-129,NLA17_NE-10038
NLA_NE-10127,NA,NLA12_NE-133,NLA17_NE-10037
NLA_NE-10129,NA,NLA12_NE-135,NA
NLA_NE-10142,NA,NLA12_NE-149,NLA17_NE-10040
NLA_NE-10148,NA,NLA12_NE-156,NLA17_NE-10014
NLA_NE-10149,NA,NLA12_NE-157,NLA17_NE-10012
NLA_NE-10150,NA,NLA12_NE-158,NA
NLA_NE-10152,NA,NLA12_NE-160,NLA17_NE-10007
NLA_NE-10158,NA,NLA12_NE-166,NA
NLA_NE-10162,NA,NLA12_NE-170,NA
NLA_NE-10173,NA,NA,NLA17_NE-10025
NLA_NE-10176,NA,NA,NLA17_NE-10028
NLA_NE-10180,NA,NA,NLA17_NE-10046
NLA_NE-10181,NA,NA,NLA17_NE-10047
NLA_NE-10188,NA,NA,NLA17_NE-10054
NLA_NE-10193,NA,NA,NLA17_NE-10059
NLA_NE-10194,NA,NA,NLA17_NE-10060
NLA_NE-10195,NA,NA,NLA17_NE-10061
NLA_NE-10198,NA,NA,NLA17_NE-10064
NLA_NE-10201,NA,NA,NLA17_NE-10067
NLA_NE-10202,NA,NA,NLA17_NE-10068
NLA_NE-10204,NA,NA,NLA17_NE-10070
NLA_NE-10206,NA,NA,NLA17_NE-10072
NLA_NE-10207,NA,NA,NLA17_NE-10073
NLA_NE-10214,NA,NA,NLA17_NE-HP005
NLA_NH-10001,NLA06608-ELS:1C2-032,NA,NA
NLA_NH-10002,NLA06608-NH250L,NA,NA
NLA_NH-10003,NLA06608-NH4912,NLA12_NH-R04,NA
NLA_NH-10004,NLA06608-0050,NA,NA
NLA_NH-10005,NLA06608-0162,NLA12_NH-105,NLA17_NH-10004
NLA_NH-10006,NLA06608-0226,NA,NA
NLA_NH-10007,NLA06608-0358,NLA12_NH-102,NLA17_NH-10002
NLA_NH-10008,NLA06608-0418,NA,NA
NLA_NH-10009,NLA06608-0470,NA,NA
NLA_NH-10010,NLA06608-0550,NA,NA
NLA_NH-10012,NLA06608-0662,NA,NA
NLA_NH-10013,NLA06608-0726,NLA12_NH-101,NLA17_NH-10001
NLA_NH-10014,NLA06608-0738,NA,NA
NLA_NH-10015,NLA06608-0930,NLA12_NH-103,NLA17_NH-10003
NLA_NH-10016,NLA06608-0994,NLA12_NH-104,NA
NLA_NH-10018,NA,NLA12_NH-107,NA
NLA_NH-10019,NA,NLA12_NH-108,NLA17_NH-10052
NLA_NH-10020,NA,NLA12_NH-109,NA
NLA_NH-10022,NA,NLA12_NH-111,NA
NLA_NH-10023,NA,NLA12_NH-112,NA
NLA_NH-10026,NA,NLA12_NH-115,NA
NLA_NH-10027,NA,NA,NLA17_NH-10006
NLA_NH-10034,NA,NA,NLA17_NH-10058
NLA_NH-10035,NA,NA,NLA17_NH-10059
NLA_NH-10039,NA,NA,NLA17_NH-10063
NLA_NH-10042,NA,NA,NLA17_NH-10066
NLA_NH-10043,NA,NA,NLA17_NH-10067
NLA_NH-10044,NA,NA,NLA17_NH-10530
NLA_NH-10045,NA,NA,NLA17_NH-10891
NLA_NH-10046,NA,NA,NLA17_NH-10917
NLA_NH-10047,NA,NA,NLA17_NH-10999
NLA_NJ-10001,NLA06608-0013,NLA12_NJ-104,NLA17_NJ-10003
NLA_NJ-10002,NLA06608-0077,NLA12_NJ-102,NLA17_NJ-10002
NLA_NJ-10004,NLA06608-0333,NA,NA
NLA_NJ-10005,NLA06608-0761,NLA12_NJ-103,NA
NLA_NJ-10006,NLA06608-0781,NLA12_NJ-101,NLA17_NJ-10001
NLA_NJ-10010,NLA06608-1037,NA,NA
NLA_NJ-10011,NLA06608-1101,NA,NA
NLA_NJ-10012,NLA06608-1273,NA,NA
NLA_NJ-10013,NA,NLA12_NJ-R01,NA
NLA_NJ-10014,NA,NLA12_NJ-105,NA
NLA_NJ-10015,NA,NLA12_NJ-106,NA
NLA_NJ-10016,NA,NLA12_NJ-107,NA
NLA_NJ-10017,NA,NLA12_NJ-108,NLA17_NJ-10005
NLA_NJ-10018,NA,NLA12_NJ-118,NA
NLA_NJ-10019,NA,NLA12_NJ-119,NA
NLA_NJ-10020,NA,NLA12_NJ-131,NLA17_NJ-10004
NLA_NJ-10021,NA,NA,NLA17_NJ-10006
NLA_NJ-10023,NA,NA,NLA17_NJ-10008
NLA_NJ-10024,NA,NA,NLA17_NJ-10009
NLA_NJ-10025,NA,NA,NLA17_NJ-10010
NLA_NJ-10032,NA,NA,NLA17_NJ-10023
NLA_NJ-10034,NA,NA,NLA17_NJ-10025
NLA_NM-10001,NLA06608-0015,NA,NA
NLA_NM-10002,NLA06608-0116,NA,NA
NLA_NM-10003,NLA06608-0260,NA,NLA17_NM-10049
NLA_NM-10005,NLA06608-0340,NA,NA
NLA_NM-10006,NLA06608-0356,NA,NA
NLA_NM-10009,NLA06608-0564,NLA12_NM-104,NLA17_NM-10001
NLA_NM-10011,NLA06608-0628,NLA12_NM-105,NLA17_NM-10002
NLA_NM-10015,NLA06608-0996,NA,NA
NLA_NM-10017,NLA06608-1124,NA,NA
NLA_NM-10019,NLA06608-1236,NA,NA
NLA_NM-10020,NLA06608-1279,NA,NLA17_NM-10037
NLA_NM-10021,NLA06608-1284,NA,NA
NLA_NM-10022,NLA06608-1295,NA,NA
NLA_NM-10023,NLA06608-1300,NA,NA
NLA_NM-10024,NLA06608-1380,NA,NLA17_NM-10022
NLA_NM-10027,NLA06608-1508,NA,NA
NLA_NM-10039,NA,NLA12_NM-117,NA
NLA_NM-10051,NA,NLA12_NM-129,NA
NLA_NM-10054,NA,NLA12_NM-132,NA
NLA_NM-10055,NA,NLA12_NM-133,NA
NLA_NM-10056,NA,NLA12_NM-134,NA
NLA_NM-10060,NA,NLA12_NM-138,NLA17_NM-10005
NLA_NM-10072,NA,NLA12_NM-150,NA
NLA_NM-10074,NA,NLA12_NM-152,NLA17_NM-10004
NLA_NM-10082,NA,NLA12_NM-160,NLA17_NM-10003
NLA_NM-10083,NA,NLA12_NM-161,NLA17_NM-10006
NLA_NM-10084,NA,NLA12_NM-162,NA
NLA_NM-10094,NA,NA,NLA17_NM-10024
NLA_NM-10095,NA,NA,NLA17_NM-10025
NLA_NM-10110,NA,NA,NLA17_NM-10041
NLA_NM-10113,NA,NA,NLA17_NM-10044
NLA_NV-10001,NLA06608-NV:2,NLA12_NV-R01,NLA17_NV-HP001
NLA_NV-10005,NLA06608-0073,NA,NA
NLA_NV-10007,NLA06608-0237,NLA12_NV-103,NLA17_NV-10002
NLA_NV-10013,NLA06608-0585,NLA12_NV-106,NA
NLA_NV-10017,NLA06608-0797,NA,NA
NLA_NV-10019,NLA06608-0889,NLA12_NV-105,NLA17_NV-10003
NLA_NV-10020,NLA06608-0905,NA,NA
NLA_NV-10022,NLA06608-0925,NA,NA
NLA_NV-10027,NLA06608-1261,NA,NA
NLA_NV-10036,NLA06608-1529,NLA12_NV-104,NLA17_NV-10017
NLA_NV-10043,NLA06608-1862,NLA12_NV-101,NA
NLA_NV-10045,NLA06608-1893,NA,NA
NLA_NV-10047,NLA06608-2037,NA,NA
NLA_NV-10053,NLA06608-2185,NA,NA
NLA_NV-10054,NA,NLA12_NV-109,NLA17_NV-10005
NLA_NV-10057,NLA06608-2453,NA,NA
NLA_NV-10058,NLA06608-2477,NA,NA
NLA_NV-10064,NLA06608-2797,NLA12_NV-102,NLA17_NV-10016
NLA_NV-10066,NLA06608-2889,NA,NLA17_NV-10242
NLA_NV-10090,NA,NLA12_NV-119,NA
NLA_NV-10094,NA,NA,NLA17_NV-10239
NLA_NV-10097,NA,NLA12_NV-127,NA
NLA_NV-10105,NA,NLA12_NV-137,NA
NLA_NV-10109,NA,NLA12_NV-141,NLA17_NV-10018
NLA_NV-10112,NA,NLA12_NV-144,NLA17_NV-10006
NLA_NV-10134,NA,NLA12_NV-167,NA
NLA_NV-10144,NA,NLA12_NV-177,NA
NLA_NV-10159,NA,NLA12_NV-193,NA
NLA_NV-10178,NA,NA,NLA17_NV-10036
NLA_NV-10218,NA,NA,NLA17_NV-10079
NLA_NV-10228,NA,NA,NLA17_NV-10090
NLA_NV-10260,NA,NA,NLA17_NV-10124
NLA_NV-10371,NA,NA,NLA17_NV-10243
NLA_NY-10001,NLA06608-ALSC:020149,NA,NLA17_NY-HP003
NLA_NY-10002,NLA06608-0021,NA,NA
NLA_NY-10003,NLA06608-0053,NA,NA
NLA_NY-10004,NLA06608-0229,NLA12_NY-0102,NLA17_NY-10002
NLA_NY-10005,NLA06608-0341,NA,NA
NLA_NY-10006,NLA06608-0421,NA,NA
NLA_NY-10007,NLA06608-0533,NA,NA
NLA_NY-10010,NLA06608-0753,NA,NA
NLA_NY-10013,NLA06608-0993,NA,NA
NLA_NY-10014,NLA06608-1045,NLA12_NY-0101,NLA17_NY-10001
NLA_NY-10016,NLA06608-1189,NA,NA
NLA_NY-10019,NLA06608-1365,NA,NA
NLA_NY-10020,NA,NLA12_NY-R03,NA
NLA_NY-10021,NA,NLA12_NY-R04,NA
NLA_NY-10022,NA,NLA12_NY-R06,NA
NLA_NY-10023,NA,NLA12_NY-R07,NA
NLA_NY-10024,NA,NLA12_NY-R08,NA
NLA_NY-10025,NA,NLA12_NY-R11,NA
NLA_NY-10026,NA,NLA12_NY-0104,NA
NLA_NY-10028,NA,NLA12_NY-0106,NLA17_NY-10004
NLA_NY-10030,NA,NLA12_NY-0108,NA
NLA_NY-10032,NA,NLA12_NY-0110,NLA17_NY-10005
NLA_NY-10033,NA,NLA12_NY-0111,NLA17_NY-10003
NLA_NY-10034,NA,NLA12_NY-0112,NA
NLA_NY-10036,NA,NA,NLA17_NY-10007
NLA_NY-10041,NA,NA,NLA17_NY-10016
NLA_NY-10042,NA,NA,NLA17_NY-10017
NLA_NY-10043,NA,NA,NLA17_NY-10018
NLA_NY-10050,NA,NA,NLA17_NY-10025
NLA_OH-10001,NLA06608-OH:19,NA,NA
NLA_OH-10002,NLA06608-OH:22,NA,NA
NLA_OH-10003,NLA06608-0031,NLA12_OH-106,NA
NLA_OH-10004,NLA06608-0111,NA,NA
NLA_OH-10008,NLA06608-0175,NA,NA
NLA_OH-10009,NLA06608-0271,NLA12_OH-105,NA
NLA_OH-10011,NLA06608-0303,NLA12_OH-104,NLA17_OH-10002
NLA_OH-10012,NLA06608-0367,NA,NA
NLA_OH-10014,NLA06608-0445,NLA12_OH-103,NA
NLA_OH-10015,NLA06608-0479,NA,NA
NLA_OH-10016,NLA06608-0623,NLA12_OH-107,NA
NLA_OH-10017,NLA06608-0783,NLA12_OH-102,NA
NLA_OH-10018,NLA06608-0847,NA,NA
NLA_OH-10019,NLA06608-0863,NA,NA
NLA_OH-10020,NLA06608-0893,NA,NA
NLA_OH-10022,NLA06608-1007,NA,NA
NLA_OH-10023,NLA06608-1055,NA,NA
NLA_OH-10024,NLA06608-1103,NA,NA
NLA_OH-10030,NLA06608-1359,NA,NA
NLA_OH-10031,NLA06608-1375,NLA12_OH-101,NLA17_OH-10001
NLA_OH-10032,NLA06608-1391,NA,NA
NLA_OH-10033,NA,NLA12_OH-R02,NA
NLA_OH-10034,NA,NLA12_OH-R03,NA
NLA_OH-10039,NA,NLA12_OH-112,NLA17_OH-10007
NLA_OH-10040,NA,NLA12_OH-113,NA
NLA_OH-10042,NA,NLA12_OH-115,NLA17_OH-10005
NLA_OH-10045,NA,NLA12_OH-118,NA
NLA_OH-10049,NA,NLA12_OH-122,NLA17_OH-10008
NLA_OH-10054,NA,NLA12_OH-127,NLA17_OH-10003
NLA_OH-10061,NA,NLA12_OH-134,NLA17_OH-10023
NLA_OH-10063,NA,NLA12_OH-136,NLA17_OH-10024
NLA_OH-10064,NA,NLA12_OH-137,NA
NLA_OH-10065,NA,NA,NLA17_OH-10009
NLA_OH-10069,NA,NA,NLA17_OH-10013
NLA_OH-10072,NA,NA,NLA17_OH-10016
NLA_OH-10075,NA,NA,NLA17_OH-10027
NLA_OH-10076,NA,NA,NLA17_OH-10028
NLA_OH-10077,NA,NA,NLA17_OH-10029
NLA_OH-10079,NA,NA,NLA17_OH-10031
NLA_OH-10086,NA,NA,NLA17_OH-10038
NLA_OH-10087,NA,NA,NLA17_OH-HP001
NLA_OK-10001,NLA06608-0012,NLA12_OK-121,NLA17_OK-10010
NLA_OK-10003,NLA06608-0120,NLA12_OK-103,NLA17_OK-10002
NLA_OK-10004,NLA06608-0152,NA,NA
NLA_OK-10005,NLA06608-0180,NA,NA
NLA_OK-10006,NLA06608-0204,NA,NA
NLA_OK-10009,NLA06608-0284,NA,NA
NLA_OK-10011,NLA06608-0332,NLA12_OK-107,NA
NLA_OK-10015,NLA06608-0408,NA,NA
NLA_OK-10016,NLA06608-0440,NA,NA
NLA_OK-10017,NLA06608-0472,NA,NA
NLA_OK-10020,NLA06608-0540,NA,NA
NLA_OK-10023,NLA06608-0616,NA,NA
NLA_OK-10025,NLA06608-0696,NA,NA
NLA_OK-10029,NLA06608-0824,NLA12_OK-109,NLA17_OK-10004
NLA_OK-10030,NLA06608-0856,NLA12_OK-119,NLA17_OK-10009
NLA_OK-10034,NLA06608-0972,NLA12_OK-117,NLA17_OK-10006
NLA_OK-10035,NLA06608-0984,NA,NA
NLA_OK-10036,NLA06608-1016,NA,NA
NLA_OK-10038,NLA06608-1164,NA,NA
NLA_OK-10040,NLA06608-1240,NA,NA
NLA_OK-10043,NLA06608-1336,NLA12_OK-133,NA
NLA_OK-10044,NLA06608-1356,NA,NA
NLA_OK-10045,NLA06608-1372,NLA12_OK-102,NA
NLA_OK-10047,NLA06608-1420,NA,NA
NLA_OK-10048,NLA06608-1432,NA,NA
NLA_OK-10049,NLA06608-1488,NA,NA
NLA_OK-10050,NLA06608-1524,NLA12_OK-122,NA
NLA_OK-10053,NLA06608-1564,NLA12_OK-118,NLA17_OK-10011
NLA_OK-10054,NLA06608-1568,NA,NA
NLA_OK-10059,NLA06608-1804,NA,NA
NLA_OK-10060,NLA06608-1868,NLA12_OK-101,NLA17_OK-10001
NLA_OK-10064,NLA06608-1960,NA,NA
NLA_OK-10065,NLA06608-3320,NA,NA
NLA_OK-10067,NLA06608-3480,NA,NA
NLA_OK-10070,NLA06608-3616,NA,NA
NLA_OK-10077,NLA06608-4056,NLA12_OK-106,NLA17_OK-10007
NLA_OK-10080,NLA06608-4206,NA,NA
NLA_OK-10083,NLA06608-4320,NA,NA
NLA_OK-10086,NLA06608-4382,NLA12_OK-132,NLA17_OK-10005
NLA_OK-10088,NLA06608-4414,NA,NA
NLA_OK-10089,NLA06608-4440,NA,NA
NLA_OK-10090,NLA06608-4472,NLA12_OK-105,NLA17_OK-10003
NLA_OK-10091,NLA06608-4504,NLA12_OK-120,NLA17_OK-10008
NLA_OK-10094,NLA06608-4659,NA,NA
NLA_OK-10097,NLA06608-4828,NA,NA
NLA_OK-10098,NLA06608-4929,NA,NA
NLA_OK-10099,NLA06608-4949,NA,NA
NLA_OK-10100,NA,NLA12_OK-134,NA
NLA_OK-10101,NA,NLA12_OK-135,NA
NLA_OK-10103,NA,NLA12_OK-285,NA
NLA_OK-10104,NA,NLA12_OK-286,NA
NLA_OK-10106,NA,NLA12_OK-288,NLA17_OK-10014
NLA_OK-10109,NA,NLA12_OK-291,NLA17_OK-10015
NLA_OK-10110,NA,NLA12_OK-292,NA
NLA_OK-10111,NA,NLA12_OK-293,NLA17_OK-10013
NLA_OK-10114,NA,NLA12_OK-296,NA
NLA_OK-10117,NA,NLA12_OK-299,NA
NLA_OK-10120,NA,NLA12_OK-302,NA
NLA_OK-10124,NA,NLA12_OK-306,NLA17_OK-10012
NLA_OK-10133,NA,NA,NLA17_OK-10019
NLA_OK-10135,NA,NA,NLA17_OK-10021
NLA_OK-10136,NA,NA,NLA17_OK-10022
NLA_OK-10149,NA,NA,NLA17_OK-10050
NLA_OK-10154,NA,NA,NLA17_OK-10055
NLA_OK-10165,NA,NA,NLA17_OK-10066
NLA_OK-10180,NA,NA,NLA17_OK-10082
NLA_OK-10181,NA,NA,NLA17_OK-10083
NLA_OK-10183,NA,NA,NLA17_OK-10085
NLA_OK-10184,NA,NA,NLA17_OK-10086
NLA_OK-10185,NA,NA,NLA17_OK-10087
NLA_OK-10187,NA,NA,NLA17_OK-10089
NLA_OK-10193,NA,NA,NLA17_OK-10095
NLA_OK-10195,NA,NA,NLA17_OK-10097
NLA_OK-10196,NA,NA,NLA17_OK-10098
NLA_OK-10199,NA,NA,NLA17_OK-HP004
NLA_OR-10001,NLA06608-R10CHARLT,NA,NLA17_OR-HP003
NLA_OR-10002,NLA06608-R10DEERLA,NA,NLA17_OR-10106
NLA_OR-10003,NLA06608-R10FISHLA,NA,NA
NLA_OR-10004,NLA06608-R10FOURMI,NA,NA
NLA_OR-10005,NLA06608-R10SQUAWL,NA,NA
NLA_OR-10007,NLA06608-0049,NA,NA
NLA_OR-10010,NLA06608-0290,NA,NA
NLA_OR-10011,NLA06608-0306,NLA12_OR-102,NA
NLA_OR-10014,NLA06608-0402,NA,NLA17_OR-10093
NLA_OR-10015,NLA06608-0406,NA,NA
NLA_OR-10019,NA,NLA12_OR-131,NLA17_OR-10008
NLA_OR-10020,NLA06608-0614,NLA12_OR-110,NA
NLA_OR-10021,NLA06608-0625,NA,NA
NLA_OR-10023,NLA06608-0658,NA,NA
NLA_OR-10024,NLA06608-0677,NLA12_OR-101,NLA17_OR-10001
NLA_OR-10025,NLA06608-0678,NA,NA
NLA_OR-10031,NLA06608-0870,NLA12_OR-106,NA
NLA_OR-10032,NLA06608-0881,NLA12_OR-105,NLA17_OR-10006
NLA_OR-10033,NLA06608-0933,NLA12_OR-112,NLA17_OR-10003
NLA_OR-10034,NLA06608-0934,NLA12_OR-109,NLA17_OR-10005
NLA_OR-10036,NLA06608-1058,NA,NA
NLA_OR-10037,NLA06608-1073,NA,NA
NLA_OR-10039,NLA06608-1190,NLA12_OR-104,NA
NLA_OR-10040,NLA06608-1266,NA,NA
NLA_OR-10041,NLA06608-1426,NA,NA
NLA_OR-10044,NLA06608-1445,NLA12_OR-111,NA
NLA_OR-10045,NLA06608-1446,NA,NLA17_OR-10086
NLA_OR-10047,NLA06608-1638,NA,NA
NLA_OR-10053,NLA06608-1894,NLA12_OR-103,NLA17_OR-10002
NLA_OR-10055,NLA06608-1958,NA,NA
NLA_OR-10057,NLA06608-2082,NLA12_OR-113,NLA17_OR-10004
NLA_OR-10061,NLA06608-2438,NA,NA
NLA_OR-10062,NLA06608-2450,NLA12_OR-107,NLA17_OR-10007
NLA_OR-10063,NLA06608-2481,NA,NA
NLA_OR-10066,NLA06608-2673,NA,NA
NLA_OR-10067,NLA06608-2726,NA,NA
NLA_OR-10077,NA,NLA12_OR-121,NLA17_OR-10011
NLA_OR-10079,NA,NLA12_OR-123,NLA17_OR-10010
NLA_OR-10082,NA,NLA12_OR-126,NA
NLA_OR-10083,NA,NLA12_OR-128,NA
NLA_OR-10084,NA,NLA12_OR-129,NLA17_OR-10012
NLA_OR-10087,NA,NLA12_OR-133,NA
NLA_OR-10098,NA,NLA12_OR-144,NLA17_OR-10014
NLA_OR-10099,NA,NLA12_OR-145,NA
NLA_OR-10108,NA,NLA12_OR-154,NLA17_OR-10009
NLA_OR-10109,NA,NLA12_OR-155,NA
NLA_OR-10112,NA,NLA12_OR-158,NA
NLA_OR-10114,NA,NLA12_OR-160,NA
NLA_OR-10117,NA,NLA12_OR-163,NLA17_OR-10013
NLA_OR-10121,NA,NLA12_OR-167,NA
NLA_OR-10123,NA,NLA12_OR-169,NA
NLA_OR-10134,NA,NA,NLA17_OR-10021
NLA_OR-10137,NA,NA,NLA17_OR-10024
NLA_OR-10142,NA,NA,NLA17_OR-10029
NLA_OR-10149,NA,NA,NLA17_OR-10051
NLA_OR-10150,NA,NA,NLA17_OR-10052
NLA_OR-10158,NA,NA,NLA17_OR-10060
NLA_OR-10161,NA,NA,NLA17_OR-10063
NLA_OR-10173,NA,NA,NLA17_OR-10076
NLA_OR-10175,NA,NA,NLA17_OR-10078
NLA_OR-10176,NA,NA,NLA17_OR-10079
NLA_OR-10184,NA,NA,NLA17_OR-10088
NLA_OR-10194,NA,NA,NLA17_OR-10099
NLA_OR-10197,NA,NA,NLA17_OR-10102
NLA_OR-10202,NA,NA,NLA17_OR-10108
NLA_OR-10203,NA,NA,NLA17_OR-10109
NLA_OR-10205,NA,NA,NLA17_OR-10111
NLA_OR-10212,NA,NA,NLA17_OR-10118
NLA_OR-10217,NA,NA,NLA17_OR-10123
NLA_OR-10219,NA,NA,NLA17_OR-10125
NLA_OR-10221,NA,NA,NLA17_OR-10127
NLA_OR-10222,NA,NA,NLA17_OR-10128
NLA_OR-10226,NA,NA,NLA17_OR-10132
NLA_OR-10228,NA,NA,NLA17_OR-10134
NLA_OR-10237,NA,NA,NLA17_OR-10143
NLA_OR-10244,NA,NA,NLA17_OR-10150
NLA_OR-10245,NA,NA,NLA17_OR-10151
NLA_OR-10247,NA,NA,NLA17_OR-10153
NLA_OR-10248,NA,NA,NLA17_OR-10154
NLA_OR-10260,NA,NA,NLA17_OR-10166
NLA_OR-10261,NA,NA,NLA17_OR-10167
NLA_OR-10262,NA,NA,NLA17_OR-10168
NLA_OR-10267,NA,NA,NLA17_OR-10173
NLA_OR-10274,NA,NA,NLA17_OR-10180
NLA_OR-10276,NA,NA,NLA17_OR-HP10200
NLA_OR-10277,NA,NA,NLA17_OR-HP10201
NLA_PA-10001,NLA06608-R34,NA,NLA17_PA-HP001
NLA_PA-10002,NLA06608-0066,NA,NA
NLA_PA-10004,NLA06608-0149,NA,NA
NLA_PA-10005,NLA06608-0185,NA,NA
NLA_PA-10008,NLA06608-0377,NA,NA
NLA_PA-10009,NLA06608-0386,NA,NA
NLA_PA-10010,NLA06608-0405,NLA12_PA-105,NA
NLA_PA-10012,NLA06608-0469,NA,NA
NLA_PA-10013,NLA06608-0509,NA,NA
NLA_PA-10014,NLA06608-0514,NLA12_PA-101,NLA17_PA-10001
NLA_PA-10015,NLA06608-0661,NA,NA
NLA_PA-10017,NLA06608-0765,NLA12_PA-107,NLA17_PA-10004
NLA_PA-10019,NLA06608-0869,NA,NA
NLA_PA-10020,NLA06608-1145,NLA12_PA-102,NLA17_PA-10005
NLA_PA-10021,NLA06608-1209,NA,NA
NLA_PA-10022,NLA06608-1401,NA,NA
NLA_PA-10023,NLA06608-1465,NLA12_PA-106,NLA17_PA-10003
NLA_PA-10025,NLA06608-1637,NLA12_PA-103,NLA17_PA-10002
NLA_PA-10027,NLA06608-1789,NA,NA
NLA_PA-10028,NA,NLA12_PA-R10,NA
NLA_PA-10029,NA,NLA12_PA-R11,NA
NLA_PA-10030,NA,NLA12_PA-108,NLA17_PA-10006
NLA_PA-10031,NA,NLA12_PA-109,NA
NLA_PA-10032,NA,NLA12_PA-110,NA
NLA_PA-10033,NA,NLA12_PA-111,NA
NLA_PA-10035,NA,NLA12_PA-113,NA
NLA_PA-10036,NA,NLA12_PA-114,NLA17_PA-10008
NLA_PA-10037,NA,NLA12_PA-115,NA
NLA_PA-10039,NA,NLA12_PA-117,NA
NLA_PA-10040,NA,NLA12_PA-118,NA
NLA_PA-10041,NA,NLA12_PA-119,NLA17_PA-10007
NLA_PA-10043,NA,NA,NLA17_PA-10010
NLA_PA-10044,NA,NA,NLA17_PA-10011
NLA_PA-10046,NA,NA,NLA17_PA-10013
NLA_PA-10048,NA,NA,NLA17_PA-10015
NLA_PA-10050,NA,NA,NLA17_PA-10025
