UNIQUE_ID,2007,2012,2017
NCA_ME-10172,NA,NA,NA
NCA_ME-10174,NA,NA,NA
NCA_ME-10175,NA,NA,NA
NCA_ME-10176,NA,NA,NA
NCA_ME-10177,NA,NA,NA
NCA_ME-10178,NA,NA,NA
NCA_ME-10179,NA,NA,NA
NCA_ME-10180,NA,NA,NA
NCA_ME-10181,NA,NA,NA
NCA_ME-10182,NA,NA,NA
NCA_ME-10183,NA,NA,NA
NCA_ME-10184,NA,NA,NA
NCA_ME-10185,NA,NA,NA
NCA_ME-10186,NA,NA,NA
NCA_ME-10187,NA,NA,NA
NCA_ME-10188,NA,NA,NA
NCA_ME-10189,NA,NA,NA
NCA_ME-10190,NA,NA,NA
NCA_ME-10191,NA,NA,NA
NCA_ME-10192,NA,NA,NA
NCA_ME-10193,NA,NA,NA
NCA_ME-10194,NA,NA,NA
NCA_ME-10196,NA,NA,NA
NCA_ME-10197,NA,NA,NA
NCA_ME-10198,NA,NA,NA
NCA_ME-10199,NA,NA,NA
NCA_ME-10200,NA,NA,NA
NCA_ME-10201,NA,NA,NA
NCA_ME-10202,NA,NA,NA
NCA_ME-10203,NA,NA,NA
NCA_ME-10204,NA,NA,NA
NCA_ME-10205,NA,NA,NA
NCA_ME-10206,NA,NA,NA
NCA_ME-10208,NA,NA,NA
NCA_ME-10210,NA,NA,NA
NCA_ME-10211,NA,NA,NA
NCA_ME-10213,NA,NA,NA
NCA_ME-10214,NA,NA,NA
NCA_ME-10215,NA,NA,NA
NCA_ME-10216,NA,NA,NA
NCA_ME-10218,NA,NA,NA
NCA_ME-10220,NA,NA,NA
NCA_ME-10222,NA,NA,NA
NCA_ME-10223,NA,NA,NA
NCA_ME-10225,NA,NA,NA
NCA_ME-10226,NA,NA,NA
NCA_ME-10227,NA,NA,NA
NCA_ME-10229,NA,NA,NA
NCA_ME-10230,NA,NA,NA
NCA_ME-10231,NA,NA,NA
NCA_ME-10232,NA,NA,NA
NCA_ME-10233,NA,NA,NA
NCA_ME-10234,NA,NA,NA
NCA_ME-10235,NA,NA,NA
NCA_ME-10236,NA,NA,NA
NCA_ME-10237,NA,NA,NA
NCA_ME-10238,NA,NA,NA
NCA_ME-10239,NA,NA,NA
NCA_ME-10240,NA,NA,NA
NCA_ME-10241,NA,NA,NA
NCA_ME-10242,NA,NA,NA
NCA_ME-10243,NA,NA,NA
NCA_ME-10244,NA,NA,NA
NCA_ME-10245,NA,NA,NA
NCA_ME-10246,NA,NA,NA
NCA_ME-10247,NA,NA,NA
NCA_ME-10248,NA,NA,NA
NCA_ME-10249,NA,NA,NA
NCA_ME-10250,NA,NA,NA
NCA_ME-10251,NA,NA,NA
NCA_ME-10252,NA,NA,NA
NCA_ME-10253,NA,NA,NA
NCA_ME-10254,NA,NA,NA
NCA_ME-10255,NA,NA,NA
NCA_ME-10256,NA,NA,NA
NCA_ME-10257,NA,NA,NA
NCA_ME-10258,NA,NA,NA
NCA_ME-10259,NA,NA,NA
NCA_ME-10260,NA,NA,NA
NCA_ME-10261,NA,NA,NA
NCA_ME-10262,NA,NA,NA
NCA_ME-10263,NA,NA,NA
NCA_ME-10264,NA,NA,NA
NCA_ME-10265,NA,NA,NA
NCA_ME-10266,NA,NA,NA
NCA_ME-10267,NA,NA,NA
NCA_ME-10268,NA,NA,NA
NCA_ME-10269,NA,NA,NA
NCA_ME-10270,NA,NA,NA
NCA_ME-10271,NA,NA,NA
NCA_ME-10272,NA,NA,NA
NCA_ME-10273,NA,NA,NA
NCA_ME-10274,NA,NA,NA
NCA_ME-10275,NA,NA,NA
NCA_ME-10276,NA,NA,NA
NCA_ME-10277,NA,NA,NA
NCA_ME-10278,NA,NA,NA
NCA_ME-10279,NA,NA,NA
NCA_ME-10280,NA,NA,NA
NCA_ME-10281,NA,NA,NA
NCA_ME-10282,NA,NA,NA
NCA_ME-10283,NA,NA,NA
NCA_ME-10284,NA,NA,NA
NCA_ME-10286,NA,NA,NA
NCA_ME-10287,NA,NA,NA
NCA_ME-10288,NA,NA,NA
NCA_MS-10001,NA,NA,NA
NCA_MS-10002,NA,NA,NA
NCA_MS-10003,NA,NA,NA
NCA_MS-10004,NA,NA,NA
NCA_MS-10005,NA,NA,NA
NCA_MS-10006,NA,NA,NA
NCA_MS-10007,NA,NA,NA
NCA_MS-10008,NA,NA,NA
NCA_MS-10009,NA,NA,NA
NCA_MS-10010,NA,NA,NA
NCA_MS-10011,NA,NA,NA
NCA_MS-10012,NA,NA,NA
NCA_MS-10013,NA,NA,NA
NCA_MS-10014,NA,NA,NA
NCA_MS-10015,NA,NA,NA
NCA_MS-10016,NA,NA,NA
NCA_MS-10017,NA,NA,NA
NCA_MS-10018,NA,NA,NA
NCA_MS-10019,NA,NA,NA
NCA_MS-10020,NA,NA,NA
NCA_MS-10021,NA,NA,NA
NCA_MS-10022,NA,NA,NA
NCA_MS-10023,NA,NA,NA
NCA_MS-10024,NA,NA,NA
NCA_MS-10025,NA,NA,NA
NCA_MS-10026,NA,NA,NA
NCA_MS-10027,NA,NA,NA
NCA_MS-10028,NA,NA,NA
NCA_MS-10029,NA,NA,NA
NCA_MS-10030,NA,NA,NA
NCA_MS-10031,NA,NA,NA
NCA_MS-10032,NA,NA,NA
NCA_MS-10036,NA,NA,NA
NCA_MS-10037,NA,NA,NA
NCA_MS-10038,NA,NA,NA
NCA_MS-10039,NA,NA,NA
NCA_MS-10040,NA,NA,NA
NCA_MS-10041,NA,NA,NA
NCA_MS-10042,NA,NA,NA
NCA_MS-10043,NA,NA,NA
NCA_MS-10044,NA,NA,NA
NCA_MS-10045,NA,NA,NA
NCA_MS-10046,NA,NA,NA
NCA_MS-10047,NA,NA,NA
NCA_MS-10048,NA,NA,NA
NCA_MS-10049,NA,NA,NA
NCA_MS-10050,NA,NA,NA
NCA_MS-10051,NA,NA,NA
NCA_MS-10052,NA,NA,NA
NCA_MS-10054,NA,NA,NA
NCA_MS-10055,NA,NA,NA
NCA_MS-10056,NA,NA,NA
NCA_MS-10057,NA,NA,NA
NCA_MS-10058,NA,NA,NA
NCA_MS-10059,NA,NA,NA
NCA_MS-10060,NA,NA,NA
NCA_MS-10061,NA,NA,NA
NCA_MS-10062,NA,NA,NA
NCA_MS-10063,NA,NA,NA
NCA_MS-10064,NA,NA,NA
NCA_MS-10065,NA,NA,NA
NCA_MS-10066,NA,NA,NA
NCA_MS-10067,NA,NA,NA
NCA_MS-10068,NA,NA,NA
NCA_MS-10069,NA,NA,NA
NCA_MS-10070,NA,NA,NA
NCA_MS-10071,NA,NA,NA
NCA_MS-10072,NA,NA,NA
NCA_MS-10073,NA,NA,NA
NCA_MS-10074,NA,NA,NA
NCA_MS-10075,NA,NA,NA
NCA_MS-10076,NA,NA,NA
NCA_MS-10077,NA,NA,NA
NCA_MS-10078,NA,NA,NA
NCA_MS-10079,NA,NA,NA
NCA_MS-10080,NA,NA,NA
NCA_MS-10081,NA,NA,NA
NCA_MS-10082,NA,NA,NA
NCA_MS-10083,NA,NA,NA
NCA_MS-10084,NA,NA,NA
NCA_MS-10085,NA,NA,NA
NCA_MS-10086,NA,NA,NA
NCA_MS-10087,NA,NA,NA
NCA_MS-10088,NA,NA,NA
NCA_MS-10089,NA,NA,NA
NCA_MS-10090,NA,NA,NA
NCA_MS-10091,NA,NA,NA
NCA_MS-10092,NA,NA,NA
NCA_MS-10093,NA,NA,NA
NCA_MS-10094,NA,NA,NA
NCA_MS-10095,NA,NA,NA
NCA_MS-10096,NA,NA,NA
NCA_MS-10097,NA,NA,NA
NCA_MS-10098,NA,NA,NA
NCA_MS-10099,NA,NA,NA
NCA_MS-10100,NA,NA,NA
NCA_MS-10101,NA,NA,NA
NCA_MS-10102,NA,NA,NA
NCA_MS-10103,NA,NA,NA
NCA_MS-10104,NA,NA,NA
NCA_MS-10105,NA,NA,NA
NCA_MS-10106,NA,NA,NA
NCA_MS-10107,NA,NA,NA
NCA_MS-10108,NA,NA,NA
NCA_MS-10109,NA,NA,NA
NCA_MS-10110,NA,NA,NA
NCA_MS-10111,NA,NA,NA
NCA_MS-10112,NA,NA,NA
NCA_MS-10113,NA,NA,NA
NCA_MS-10114,NA,NA,NA
NCA_MS-10115,NA,NA,NA
NCA_MS-10116,NA,NA,NA
NCA_MS-10117,NA,NA,NA
NCA_MS-10118,NA,NA,NA
NCA_MS-10119,NA,NA,NA
NCA_MS-10120,NA,NA,NA
NCA_MS-10121,NA,NA,NA
NCA_MS-10122,NA,NA,NA
NCA_MS-10123,NA,NA,NA
NCA_MS-10124,NA,NA,NA
NCA_MS-10125,NA,NA,NA
NCA_MS-10126,NA,NA,NA
NCA_MS-10127,NA,NA,NA
NCA_MS-10128,NA,NA,NA
NCA_MS-10129,NA,NA,NA
NCA_MS-10130,NA,NA,NA
NCA_MS-10131,NA,NA,NA
NCA_MS-10132,NA,NA,NA
NCA_MS-10133,NA,NA,NA
NCA_MS-10134,NA,NA,NA
NCA_MS-10135,NA,NA,NA
NCA_MS-10136,NA,NA,NA
NCA_MS-10137,NA,NA,NA
NCA_MS-10138,NA,NA,NA
NCA_MS-10139,NA,NA,NA
NCA_MS-10140,NA,NA,NA
NCA_MS-10141,NA,NA,NA
NCA_MS-10142,NA,NA,NA
NCA_MS-10143,NA,NA,NA
NCA_MS-10144,NA,NA,NA
NCA_MS-10146,NA,NA,NA
NCA_MS-10147,NA,NA,NA
NCA_MS-10148,NA,NA,NA
NCA_MS-10149,NA,NA,NA
NCA_NC-10001,NA,NA,NA
NCA_NC-10002,NA,NA,NA
NCA_NC-10003,NA,NA,NA
NCA_NC-10004,NA,NA,NA
NCA_NC-10005,NA,NA,NA
NCA_NC-10006,NA,NA,NA
NCA_NC-10007,NA,NA,NA
NCA_NC-10008,NA,NA,NA
NCA_NC-10009,NA,NA,NA
NCA_NC-10010,NA,NA,NA
NCA_NC-10011,NA,NA,NA
NCA_NC-10012,NA,NA,NA
NCA_NC-10013,NA,NA,NA
NCA_NC-10014,NA,NA,NA
NCA_NC-10015,NA,NA,NA
NCA_NC-10016,NA,NA,NA
NCA_NC-10017,NA,NA,NA
NCA_NC-10018,NA,NA,NA
NCA_NC-10019,NA,NA,NA
NCA_NC-10020,NA,NA,NA
NCA_NC-10021,NA,NA,NA
NCA_NC-10022,NA,NA,NA
NCA_NC-10023,NA,NA,NA
NCA_NC-10024,NA,NA,NA
NCA_NC-10025,NA,NA,NA
NCA_NC-10026,NA,NA,NA
NCA_NC-10027,NA,NA,NA
NCA_NC-10028,NA,NA,NA
NCA_NC-10029,NA,NA,NA
NCA_NC-10030,NA,NA,NA
NCA_NC-10031,NA,NA,NA
NCA_NC-10032,NA,NA,NA
NCA_NC-10033,NA,NA,NA
NCA_NC-10034,NA,NA,NA
NCA_NC-10035,NA,NA,NA
NCA_NC-10036,NA,NA,NA
NCA_NC-10037,NA,NA,NA
NCA_NC-10038,NA,NA,NA
NCA_NC-10039,NA,NA,NA
NCA_NC-10040,NA,NA,NA
NCA_NC-10041,NA,NA,NA
NCA_NC-10042,NA,NA,NA
NCA_NC-10043,NA,NA,NA
NCA_NC-10044,NA,NA,NA
NCA_NC-10045,NA,NA,NA
NCA_NC-10046,NA,NA,NA
NCA_NC-10047,NA,NA,NA
NCA_NC-10048,NA,NA,NA
NCA_NC-10049,NA,NA,NA
NCA_NC-10050,NA,NA,NA
NCA_NC-10051,NA,NA,NA
NCA_NC-10052,NA,NA,NA
NCA_NC-10053,NA,NA,NA
NCA_NC-10054,NA,NA,NA
NCA_NC-10055,NA,NA,NA
NCA_NC-10056,NA,NA,NA
NCA_NC-10057,NA,NA,NA
NCA_NC-10058,NA,NA,NA
NCA_NC-10059,NA,NA,NA
NCA_NC-10060,NA,NA,NA
NCA_NC-10061,NA,NA,NA
NCA_NC-10062,NA,NA,NA
NCA_NC-10063,NA,NA,NA
NCA_NC-10064,NA,NA,NA
NCA_NC-10065,NA,NA,NA
NCA_NC-10066,NA,NA,NA
NCA_NC-10067,NA,NA,NA
NCA_NC-10068,NA,NA,NA
NCA_NC-10069,NA,NA,NA
NCA_NC-10070,NA,NA,NA
NCA_NC-10071,NA,NA,NA
NCA_NC-10072,NA,NA,NA
NCA_NC-10073,NA,NA,NA
NCA_NC-10074,NA,NA,NA
NCA_NC-10075,NA,NA,NA
NCA_NC-10076,NA,NA,NA
NCA_NC-10077,NA,NA,NA
NCA_NC-10078,NA,NA,NA
NCA_NC-10079,NA,NA,NA
NCA_NC-10080,NA,NA,NA
NCA_NC-10081,NA,NA,NA
NCA_NC-10082,NA,NA,NA
NCA_NC-10083,NA,NA,NA
NCA_NC-10084,NA,NA,NA
NCA_NC-10085,NA,NA,NA
NCA_NC-10086,NA,NA,NA
NCA_NC-10087,NA,NA,NA
NCA_NC-10088,NA,NA,NA
NCA_NC-10089,NA,NA,NA
NCA_NC-10090,NA,NA,NA
NCA_NC-10091,NA,NA,NA
NCA_NC-10092,NA,NA,NA
NCA_NC-10093,NA,NA,NA
NCA_NC-10094,NA,NA,NA
NCA_NC-10095,NA,NA,NA
NCA_NC-10096,NA,NA,NA
NCA_NC-10097,NA,NA,NA
NCA_NC-10098,NA,NA,NA
NCA_NC-10099,NA,NA,NA
NCA_NC-10100,NA,NA,NA
NCA_NC-10101,NA,NA,NA
NCA_NC-10102,NA,NA,NA
NCA_NC-10103,NA,NA,NA
NCA_NC-10104,NA,NA,NA
NCA_NC-10105,NA,NA,NA
NCA_NC-10106,NA,NA,NA
NCA_NC-10107,NA,NA,NA
NCA_NC-10108,NA,NA,NA
NCA_NC-10109,NA,NA,NA
NCA_NC-10110,NA,NA,NA
NCA_NC-10111,NA,NA,NA
NCA_NC-10112,NA,NA,NA
NCA_NC-10113,NA,NA,NA
NCA_NC-10114,NA,NA,NA
NCA_NC-10115,NA,NA,NA
NCA_NC-10116,NA,NA,NA
NCA_NC-10117,NA,NA,NA
NCA_NC-10118,NA,NA,NA
NCA_NC-10119,NA,NA,NA
NCA_NC-10120,NA,NA,NA
NCA_NC-10121,NA,NA,NA
NCA_NC-10122,NA,NA,NA
NCA_NC-10123,NA,NA,NA
NCA_NC-10124,NA,NA,NA
NCA_NC-10125,NA,NA,NA
NCA_NC-10126,NA,NA,NA
NCA_NC-10127,NA,NA,NA
NCA_NC-10128,NA,NA,NA
NCA_NC-10129,NA,NA,NA
NCA_NC-10130,NA,NA,NA
NCA_NC-10131,NA,NA,NA
NCA_NC-10132,NA,NA,NA
NCA_NC-10133,NA,NA,NA
NCA_NC-10134,NA,NA,NA
NCA_NC-10135,NA,NA,NA
NCA_NC-10136,NA,NA,NA
NCA_NC-10137,NA,NA,NA
NCA_NC-10138,NA,NA,NA
NCA_NC-10139,NA,NA,NA
NCA_NC-10140,NA,NA,NA
NCA_NC-10141,NA,NA,NA
NCA_NC-10142,NA,NA,NA
NCA_NC-10143,NA,NA,NA
NCA_NC-10144,NA,NA,NA
NCA_NC-10145,NA,NA,NA
NCA_NC-10146,NA,NA,NA
NCA_NC-10147,NA,NA,NA
NCA_NC-10148,NA,NA,NA
NCA_NC-10149,NA,NA,NA
NCA_NC-10150,NA,NA,NA
NCA_NC-10151,NA,NA,NA
NCA_NC-10152,NA,NA,NA
NCA_NC-10153,NA,NA,NA
NCA_NC-10154,NA,NA,NA
NCA_NC-10155,NA,NA,NA
NCA_NC-10156,NA,NA,NA
NCA_NC-10157,NA,NA,NA
NCA_NC-10158,NA,NA,NA
NCA_NC-10159,NA,NA,NA
NCA_NC-10160,NA,NA,NA
NCA_NC-10161,NA,NA,NA
NCA_NC-10162,NA,NA,NA
NCA_NC-10163,NA,NA,NA
NCA_NC-10164,NA,NA,NA
NCA_NC-10165,NA,NA,NA
NCA_NC-10166,NA,NA,NA
NCA_NC-10167,NA,NA,NA
NCA_NC-10168,NA,NA,NA
NCA_NC-10169,NA,NA,NA
NCA_NC-10170,NA,NA,NA
NCA_NC-10189,NA,NA,NA
NCA_NC-10191,NA,NA,NA
NCA_NC-10192,NA,NA,NA
NCA_NC-10193,NA,NA,NA
NCA_NC-10194,NA,NA,NA
NCA_NC-10195,NA,NA,NA
NCA_NC-10196,NA,NA,NA
NCA_NH-10001,NA,NA,NA
NCA_NH-10002,NA,NA,NA
NCA_NH-10003,NA,NA,NA
NCA_NH-10004,NA,NA,NA
NCA_NH-10005,NA,NA,NA
NCA_NH-10006,NA,NA,NA
NCA_NH-10007,NA,NA,NA
NCA_NH-10008,NA,NA,NA
NCA_NH-10009,NA,NA,NA
NCA_NH-10010,NA,NA,NA
NCA_NH-10011,NA,NA,NA
NCA_NH-10012,NA,NA,NA
NCA_NH-10013,NA,NA,NA
NCA_NH-10014,NA,NA,NA
NCA_NH-10015,NA,NA,NA
NCA_NH-10016,NA,NA,NA
NCA_NH-10017,NA,NA,NA
NCA_NH-10018,NA,NA,NA
NCA_NH-10019,NA,NA,NA
NCA_NH-10020,NA,NA,NA
NCA_NH-10021,NA,NA,NA
NCA_NH-10022,NA,NA,NA
NCA_NH-10023,NA,NA,NA
NCA_NH-10024,NA,NA,NA
NCA_NH-10025,NA,NA,NA
NCA_NH-10026,NA,NA,NA
NCA_NH-10027,NA,NA,NA
NCA_NH-10028,NA,NA,NA
NCA_NH-10029,NA,NA,NA
NCA_NH-10030,NA,NA,NA
NCA_NH-10031,NA,NA,NA
NCA_NH-10032,NA,NA,NA
NCA_NH-10033,NA,NA,NA
NCA_NH-10034,NA,NA,NA
NCA_NH-10035,NA,NA,NA
NCA_NH-10036,NA,NA,NA
NCA_NH-10037,NA,NA,NA
NCA_NH-10038,NA,NA,NA
NCA_NH-10039,NA,NA,NA
NCA_NH-10040,NA,NA,NA
NCA_NH-10041,NA,NA,NA
NCA_NH-10042,NA,NA,NA
NCA_NH-10043,NA,NA,NA
NCA_NH-10044,NA,NA,NA
NCA_NH-10045,NA,NA,NA
NCA_NH-10046,NA,NA,NA
NCA_NH-10047,NA,NA,NA
NCA_NH-10048,NA,NA,NA
NCA_NH-10049,NA,NA,NA
NCA_NH-10050,NA,NA,NA
NCA_NH-10051,NA,NA,NA
NCA_NH-10052,NA,NA,NA
NCA_NH-10053,NA,NA,NA
NCA_NH-10054,NA,NA,NA
NCA_NH-10055,NA,NA,NA
NCA_NH-10056,NA,NA,NA
NCA_NH-10057,NA,NA,NA
NCA_NH-10058,NA,NA,NA
NCA_NH-10059,NA,NA,NA
NCA_NH-10060,NA,NA,NA
NCA_NH-10061,NA,NA,NA
NCA_NH-10062,NA,NA,NA
NCA_NH-10063,NA,NA,NA
NCA_NH-10064,NA,NA,NA
NCA_NH-10065,NA,NA,NA
NCA_NH-10066,NA,NA,NA
NCA_NH-10067,NA,NA,NA
NCA_NH-10068,NA,NA,NA
NCA_NH-10069,NA,NA,NA
NCA_NH-10070,NA,NA,NA
NCA_NH-10071,NA,NA,NA
NCA_NH-10072,NA,NA,NA
NCA_NH-10073,NA,NA,NA
NCA_NH-10074,NA,NA,NA
NCA_NH-10075,NA,NA,NA
NCA_NH-10076,NA,NA,NA
NCA_NH-10077,NA,NA,NA
NCA_NH-10078,NA,NA,NA
NCA_NH-10079,NA,NA,NA
NCA_NH-10080,NA,NA,NA
NCA_NH-10081,NA,NA,NA
NCA_NH-10082,NA,NA,NA
NCA_NH-10083,NA,NA,NA
NCA_NH-10084,NA,NA,NA
NCA_NH-10086,NA,NA,NA
NCA_NH-10087,NA,NA,NA
NCA_NH-10088,NA,NA,NA
NCA_NH-10089,NA,NA,NA
NCA_NH-10090,NA,NA,NA
NCA_NH-10091,NA,NA,NA
NCA_NH-10092,NA,NA,NA
NCA_NH-10093,NA,NA,NA
NCA_NH-10094,NA,NA,NA
NCA_NH-10095,NA,NA,NA
NCA_NH-10096,NA,NA,NA
NCA_NH-10097,NA,NA,NA
NCA_NH-10098,NA,NA,NA
NCA_NH-10099,NA,NA,NA
NCA_NH-10100,NA,NA,NA
NCA_NH-10101,NA,NA,NA
NCA_NH-10102,NA,NA,NA
NCA_NH-10103,NA,NA,NA
NCA_NH-10104,NA,NA,NA
NCA_NH-10105,NA,NA,NA
NCA_NH-10106,NA,NA,NA
NCA_NH-10107,NA,NA,NA
NCA_NH-10108,NA,NA,NA
NCA_NH-10109,NA,NA,NA
NCA_NH-10110,NA,NA,NA
NCA_NH-10111,NA,NA,NA
NCA_NH-10112,NA,NA,NA
NCA_NH-10113,NA,NA,NA
NCA_NH-10114,NA,NA,NA
NCA_NH-10115,NA,NA,NA
NCA_NH-10116,NA,NA,NA
NCA_NH-10117,NA,NA,NA
NCA_NH-10118,NA,NA,NA
NCA_NH-10119,NA,NA,NA
NCA_NH-10120,NA,NA,NA
NCA_NH-10121,NA,NA,NA
NCA_NH-10122,NA,NA,NA
NCA_NH-10123,NA,NA,NA
NCA_NH-10124,NA,NA,NA
NCA_NH-10125,NA,NA,NA
NCA_NH-10126,NA,NA,NA
NCA_NH-10127,NA,NA,NA
NCA_NH-10128,NA,NA,NA
NCA_NH-10129,NA,NA,NA
NCA_NH-10131,NA,NA,NA
NCA_NH-10132,NA,NA,NA
NCA_NH-10135,NA,NA,NA
NCA_NH-10136,NA,NA,NA
NCA_NH-10137,NA,NA,NA
NCA_NH-10138,NA,NA,NA
NCA_NH-10139,NA,NA,NA
NCA_NH-10141,NA,NA,NA
NCA_NH-10142,NA,NA,NA
NCA_NH-10143,NA,NA,NA
NCA_NH-10144,NA,NA,NA
NCA_NJ-10001,NA,NA,NA
NCA_NJ-10002,NA,NA,NA
NCA_NJ-10003,NA,NA,NA
NCA_NJ-10004,NA,NA,NA
NCA_NJ-10005,NA,NA,NA
NCA_NJ-10006,NA,NA,NA
NCA_NJ-10007,NA,NA,NA
NCA_NJ-10008,NA,NA,NA
NCA_NJ-10009,NA,NA,NA
NCA_NJ-10010,NA,NA,NA
NCA_NJ-10011,NA,NA,NA
NCA_NJ-10012,NA,NA,NA
NCA_NJ-10013,NA,NA,NA
NCA_NJ-10014,NA,NA,NA
NCA_NJ-10015,NA,NA,NA
NCA_NJ-10016,NA,NA,NA
NCA_NJ-10017,NA,NA,NA
NCA_NJ-10018,NA,NA,NA
NCA_NJ-10019,NA,NA,NA
NCA_NJ-10020,NA,NA,NA
NCA_NJ-10021,NA,NA,NA
NCA_NJ-10022,NA,NA,NA
NCA_NJ-10023,NA,NA,NA
NCA_NJ-10024,NA,NA,NA
NCA_NJ-10025,NA,NA,NA
NCA_NJ-10026,NA,NA,NA
NCA_NJ-10027,NA,NA,NA
NCA_NJ-10028,NA,NA,NA
NCA_NJ-10029,NA,NA,NA
NCA_NJ-10030,NA,NA,NA
NCA_NJ-10031,NA,NA,NA
NCA_NJ-10032,NA,NA,NA
NCA_NJ-10033,NA,NA,NA
NCA_NJ-10034,NA,NA,NA
NCA_NJ-10035,NA,NA,NA
NCA_NJ-10036,NA,NA,NA
NCA_NJ-10037,NA,NA,NA
NCA_NJ-10038,NA,NA,NA
NCA_NJ-10039,NA,NA,NA
NCA_NJ-10040,NA,NA,NA
NCA_NJ-10041,NA,NA,NA
NCA_NJ-10042,NA,NA,NA
NCA_NJ-10043,NA,NA,NA
NCA_NJ-10044,NA,NA,NA
NCA_NJ-10045,NA,NA,NA
NCA_NJ-10046,NA,NA,NA
NCA_NJ-10047,NA,NA,NA
NCA_NJ-10048,NA,NA,NA
NCA_NJ-10049,NA,NA,NA
NCA_NJ-10050,NA,NA,NA
NCA_NJ-10051,NA,NA,NA
NCA_NJ-10052,NA,NA,NA
NCA_NJ-10053,NA,NA,NA
NCA_NJ-10054,NA,NA,NA
NCA_NJ-10055,NA,NA,NA
NCA_NJ-10056,NA,NA,NA
NCA_NJ-10057,NA,NA,NA
NCA_NJ-10058,NA,NA,NA
NCA_NJ-10059,NA,NA,NA
NCA_NJ-10060,NA,NA,NA
NCA_NJ-10061,NA,NA,NA
NCA_NJ-10062,NA,NA,NA
NCA_NJ-10063,NA,NA,NA
NCA_NJ-10064,NA,NA,NA
NCA_NJ-10065,NA,NA,NA
NCA_NJ-10066,NA,NA,NA
NCA_NJ-10067,NA,NA,NA
NCA_NJ-10068,NA,NA,NA
NCA_NJ-10069,NA,NA,NA
NCA_NJ-10070,NA,NA,NA
NCA_NJ-10071,NA,NA,NA
NCA_NJ-10072,NA,NA,NA
NCA_NJ-10073,NA,NA,NA
NCA_NJ-10074,NA,NA,NA
NCA_NJ-10075,NA,NA,NA
NCA_NJ-10076,NA,NA,NA
NCA_NJ-10077,NA,NA,NA
NCA_NJ-10078,NA,NA,NA
NCA_NJ-10079,NA,NA,NA
NCA_NJ-10080,NA,NA,NA
NCA_NJ-10081,NA,NA,NA
NCA_NJ-10082,NA,NA,NA
NCA_NJ-10083,NA,NA,NA
NCA_NJ-10084,NA,NA,NA
NCA_NJ-10085,NA,NA,NA
NCA_NJ-10086,NA,NA,NA
NCA_NJ-10087,NA,NA,NA
NCA_NJ-10088,NA,NA,NA
NCA_NJ-10089,NA,NA,NA
NCA_NJ-10090,NA,NA,NA
NCA_NJ-10091,NA,NA,NA
NCA_NJ-10092,NA,NA,NA
NCA_NJ-10093,NA,NA,NA
NCA_NJ-10094,NA,NA,NA
NCA_NJ-10095,NA,NA,NA
NCA_NJ-10096,NA,NA,NA
NCA_NJ-10097,NA,NA,NA
NCA_NJ-10098,NA,NA,NA
NCA_NJ-10099,NA,NA,NA
NCA_NJ-10100,NA,NA,NA
NCA_NJ-10101,NA,NA,NA
NCA_NJ-10102,NA,NA,NA
NCA_NJ-10103,NA,NA,NA
NCA_NJ-10104,NA,NA,NA
NCA_NJ-10105,NA,NA,NA
NCA_NJ-10106,NA,NA,NA
NCA_NJ-10107,NA,NA,NA
NCA_NJ-10108,NA,NA,NA
NCA_NJ-10109,NA,NA,NA
NCA_NJ-10110,NA,NA,NA
NCA_NJ-10111,NA,NA,NA
NCA_NJ-10112,NA,NA,NA
NCA_NJ-10113,NA,NA,NA
NCA_NJ-10114,NA,NA,NA
NCA_NJ-10115,NA,NA,NA
NCA_NJ-10116,NA,NA,NA
NCA_NJ-10117,NA,NA,NA
NCA_NJ-10118,NA,NA,NA
NCA_NJ-10119,NA,NA,NA
NCA_NJ-10120,NA,NA,NA
NCA_NJ-10121,NA,NA,NA
NCA_NJ-10122,NA,NA,NA
NCA_NJ-10123,NA,NA,NA
NCA_NJ-10124,NA,NA,NA
NCA_NJ-10125,NA,NA,NA
NCA_NJ-10126,NA,NA,NA
NCA_NJ-10127,NA,NA,NA
NCA_NJ-10128,NA,NA,NA
NCA_NJ-10129,NA,NA,NA
NCA_NJ-10130,NA,NA,NA
NCA_NJ-10131,NA,NA,NA
NCA_NJ-10132,NA,NA,NA
NCA_NJ-10133,NA,NA,NA
NCA_NJ-10134,NA,NA,NA
NCA_NJ-10135,NA,NA,NA
NCA_NJ-10136,NA,NA,NA
NCA_NJ-10137,NA,NA,NA
NCA_NJ-10138,NA,NA,NA
NCA_NJ-10139,NA,NA,NA
NCA_NJ-10140,NA,NA,NA
NCA_NJ-10141,NA,NA,NA
NCA_NJ-10142,NA,NA,NA
NCA_NJ-10143,NA,NA,NA
NCA_NJ-10144,NA,NA,NA
NCA_NJ-10145,NA,NA,NA
NCA_NJ-10146,NA,NA,NA
NCA_NJ-10147,NA,NA,NA
NCA_NJ-10148,NA,NA,NA
NCA_NJ-10149,NA,NA,NA
NCA_NJ-10150,NA,NA,NA
NCA_NJ-10151,NA,NA,NA
NCA_NJ-10152,NA,NA,NA
NCA_NJ-10153,NA,NA,NA
NCA_NJ-10154,NA,NA,NA
NCA_NJ-10155,NA,NA,NA
NCA_NJ-10156,NA,NA,NA
NCA_NJ-10157,NA,NA,NA
NCA_NJ-10158,NA,NA,NA
NCA_NJ-10159,NA,NA,NA
NCA_NJ-10160,NA,NA,NA
NCA_NJ-10161,NA,NA,NA
